Sun,0,0,2e30,0,0,
Mercury,0,5.79e10,3.30e23,47400,0,
Venus,0,1.082e11,4.87e24,35000,0,
Earth,0,1.496e11,5.97e24,29800,0,
Mars,0,2.279e11,0.642e24,24100,0,
Jupiter,0,7.786e11,1898e24,13100,0,
Saturn,0,1.4335e12,5.68e26,9700,0,
Uranus,0,2.8725e12,8.68e25,6800,0,
Neptune,0,4.495e12,1.02e26,5400,0,
