Sun,0,0,1988500e24,0,0,
Mercury,-5.730179596684632E+10,1.963896752587016E+09,0.33011e24,-1.179887526570544E+04,-4.658790342868276E+04,
Venus,-9.461236455310342E+10,-5.195738630550849E+10,4.8675e24,1.661322236929005E+04,-3.085896143435465E+04,
Earth,-1.475654269912232E+11,1.834094260790413E+10,5.9724e24,-4.154357604004312E+03,-2.966201842317353E+04,
Mars,-8.093700196992984E+10,2.274001268864115E+11,0.64171e24,-2.190933345709028E+04,-6.064656802680744E+03,
Jupiter,-6.226357118887316E+11,-5.214416101139920E+11,1898.19e24, 8.233196450877005E+03,-9.411650082877257E+03,
Saturn,-8.661424994974961E+11,1.053898444569252E+12,5.6834e26,-7.973957624897807E+03,-6.162497267823897E+03,
Uranus,2.835728348733750E+12,-9.890921701658320E+11,8.6813e25,2.197817538757270E+03,6.102718264952510E+03,
Neptune,3.310786349994725E+12,-3.042381488953103E+12,1.02413e26,3.646406986816022E+03,4.023697057288455E+03,
